ID	ERR1971003_profiled_metagenome	ERR1971004_profiled_metagenome	ERR1971005_profiled_metagenome	ERR1971006_profiled_metagenome	ERR1971007_profiled_metagenome	ERR1971008_profiled_metagenome	ERR1971009_profiled_metagenome	ERR1971010_profiled_metagenome	ERR1971011_profiled_metagenome	ERR1971012_profiled_metagenome	ERR1971013_profiled_metagenome	ERR1971014_profiled_metagenome	ERR1971015_profiled_metagenome	ERR1971016_profiled_metagenome	ERR1971017_profiled_metagenome	ERR1971018_profiled_metagenome	ERR1971019_profiled_metagenome	ERR1971020_profiled_metagenome	ERR1971021_profiled_metagenome	ERR1971022_profiled_metagenome	ERR1971023_profiled_metagenome	ERR1971024_profiled_metagenome	ERR1971025_profiled_metagenome	ERR1971026_profiled_metagenome	ERR1971027_profiled_metagenome	ERR1971028_profiled_metagenome	ERR1971029_profiled_metagenome	ERR1971030_profiled_metagenome	ERR1971031_profiled_metagenome
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae	7.45622	0.0	0.0	0.00035	0.0	0.0	0.0	0.07815	0.05284	0.0016	0.00015	5.04391	0.0	0.0	0.0	0.0	0.0	0.0	0.02759	0.0	2.3171	0.0	0.0	0.0	0.0	0.0	0.00026	0.00636	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae|g__Acidaminococcaceae_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00095	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae|g__Acidaminococcus	2.64713	0.0	0.0	0.0	0.0	0.0	0.0	0.07815	0.05284	0.0	0.0	1.4771	0.0	0.0	0.0	0.0	0.0	0.0	0.02741	0.0	0.86169	0.0	0.0	0.0	0.0	0.0	0.0	0.00636	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae|g__Acidaminococcus|s__Acidaminococcus_intestini	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07815	0.01355	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02741	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00636	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae|g__Acidaminococcus|s__Acidaminococcus_intestini|t__GCF_000230275	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07815	0.01355	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02741	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00636	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae|g__Acidaminococcus|s__Acidaminococcus_unclassified	2.64713	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03928	0.0	0.0	1.4771	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.86169	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae|g__Phascolarctobacterium	4.80909	0.0	0.0	0.00035	0.0	0.0	0.0	0.0	0.0	0.00065	0.00015	3.56681	0.0	0.0	0.0	0.0	0.0	0.0	0.00018	0.0	1.45542	0.0	0.0	0.0	0.0	0.0	0.00026	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae|g__Phascolarctobacterium|s__Phascolarctobacterium_succinatutens	4.80909	0.0	0.0	0.00035	0.0	0.0	0.0	0.0	0.0	0.00065	0.00015	3.56681	0.0	0.0	0.0	0.0	0.0	0.0	0.00018	0.0	1.45542	0.0	0.0	0.0	0.0	0.0	0.00026	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae|g__Phascolarctobacterium|s__Phascolarctobacterium_succinatutens|t__GCF_000188175	4.80909	0.0	0.0	0.00035	0.0	0.0	0.0	0.0	0.0	0.00065	0.00015	3.56681	0.0	0.0	0.0	0.0	0.0	0.0	0.00018	0.0	1.45542	0.0	0.0	0.0	0.0	0.0	0.00026	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae	1.01186	0.00219	1.12993	2.32555	0.01185	3.51278	0.00219	3.30744	1.57381	0.04552	0.0	0.5823	0.00804	3.96272	3.1306	0.03504	4.23798	0.00413	1.25877	0.0	0.3086	0.00021	0.86903	1.90879	0.00828	2.50191	0.00018	0.33751	4e-05
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Dialister	0.00286	0.00057	0.0	2.22399	0.0	3.50538	0.00083	3.30636	0.96077	0.0	0.0	0.0	0.0	0.0	2.85874	0.0	4.18911	0.00185	1.25315	0.0	0.0	0.0	0.00048	1.73909	0.00059	2.46575	0.0	0.3355	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Dialister|s__Dialister_invisus	0.00286	0.00057	0.0	2.22399	0.0	3.50538	0.00083	0.00166	0.96077	0.0	0.0	0.0	0.0	0.0	2.85874	0.0	4.18911	0.00185	0.0	0.0	0.0	0.0	0.00048	1.73909	0.00059	2.46575	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Dialister|s__Dialister_invisus|t__GCF_000160055	0.00286	0.00057	0.0	2.22399	0.0	3.50538	0.00083	0.00166	0.96077	0.0	0.0	0.0	0.0	0.0	2.85874	0.0	4.18911	0.00185	0.0	0.0	0.0	0.0	0.00048	1.73909	0.00059	2.46575	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Dialister|s__Dialister_succinatiphilus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.3047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.25315	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3355	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Dialister|s__Dialister_succinatiphilus|t__GCF_000242435	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.3047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.25315	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3355	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Megamonas	0.0	0.0	1.07511	0.0	0.0	0.0	0.0	0.0	0.54771	0.0	0.0	0.0	0.0	3.82453	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8501	0.0	0.0	0.0	0.0	0.0	4e-05
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Megamonas|s__Megamonas_funiformis	0.0	0.0	0.09945	0.0	0.0	0.0	0.0	0.0	0.01287	0.0	0.0	0.0	0.0	0.35716	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07544	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Megamonas|s__Megamonas_funiformis|t__GCF_000245775	0.0	0.0	0.09945	0.0	0.0	0.0	0.0	0.0	0.01287	0.0	0.0	0.0	0.0	0.35716	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07544	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Megamonas|s__Megamonas_hypermegale	0.0	0.0	0.46704	0.0	0.0	0.0	0.0	0.0	0.27083	0.0	0.0	0.0	0.0	1.42824	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33138	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Megamonas|s__Megamonas_hypermegale|t__GCF_000209975	0.0	0.0	0.46704	0.0	0.0	0.0	0.0	0.0	0.27083	0.0	0.0	0.0	0.0	1.42824	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33138	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Megamonas|s__Megamonas_rupellensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01539	0.0	0.0	0.0	0.0	0.00013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Megamonas|s__Megamonas_rupellensis|t__GCF_000378365	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01539	0.0	0.0	0.0	0.0	0.00013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Megamonas|s__Megamonas_unclassified	0.0	0.0	0.50862	0.0	0.0	0.0	0.0	0.0	0.24862	0.0	0.0	0.0	0.0	2.039	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.44328	0.0	0.0	0.0	0.0	0.0	4e-05
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Mitsuokella	1.00901	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00932	0.0	0.58003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3086	0.0	0.0	0.0	0.0	0.0	0.0	0.00104	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Mitsuokella|s__Mitsuokella_multacida	0.27624	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1912	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10434	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Mitsuokella|s__Mitsuokella_multacida|t__GCF_000155955	0.27624	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1912	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10434	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Mitsuokella|s__Mitsuokella_unclassified	0.73276	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00932	0.0	0.38883	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20426	0.0	0.0	0.0	0.0	0.0	0.0	0.00104	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella	0.0	0.00162	0.05482	0.10156	0.01185	0.0074	0.00136	0.00108	0.06533	0.0362	0.0	0.00227	0.00804	0.13819	0.27186	0.03504	0.04888	0.00228	0.00562	0.0	0.0	0.00021	0.01845	0.1697	0.00769	0.03616	0.00018	0.00097	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella|s__Veillonella_atypica	0.0	0.0	0.0	0.00267	0.00677	0.0	0.0	0.0	0.0	0.00616	0.0	0.0	0.0	0.00025	0.00262	0.0189	0.0006	0.0	0.0	0.0	0.0	0.0	0.0	0.00855	0.00155	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella|s__Veillonella_atypica|t__Veillonella_atypica_unclassified	0.0	0.0	0.0	0.00267	0.00677	0.0	0.0	0.0	0.0	0.00616	0.0	0.0	0.0	0.00025	0.00262	0.0189	0.0006	0.0	0.0	0.0	0.0	0.0	0.0	0.00855	0.00155	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella|s__Veillonella_dispar	0.0	0.0	0.0	0.00155	0.0	0.0	0.0	0.0	0.00842	0.0	0.0	9e-05	0.0	0.0	0.00532	0.00221	0.00031	0.0	0.0	0.0	0.0	0.0	0.0	0.00174	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella|s__Veillonella_dispar|t__GCF_000160015	0.0	0.0	0.0	0.00155	0.0	0.0	0.0	0.0	0.00842	0.0	0.0	9e-05	0.0	0.0	0.00532	0.00221	0.00031	0.0	0.0	0.0	0.0	0.0	0.0	0.00174	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella|s__Veillonella_parvula	0.0	0.0	0.03143	0.05601	0.0	0.0	0.0	0.0	0.01163	0.00274	0.0	0.0	0.0	0.02452	0.01515	0.00223	0.02372	0.0	0.00118	0.0	0.0	0.0	0.01351	0.14751	0.0	0.0127	0.0	0.00051	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella|s__Veillonella_parvula|t__Veillonella_parvula_unclassified	0.0	0.0	0.03143	0.05601	0.0	0.0	0.0	0.0	0.01163	0.00274	0.0	0.0	0.0	0.02452	0.01515	0.00223	0.02372	0.0	0.00118	0.0	0.0	0.0	0.01351	0.14751	0.0	0.0127	0.0	0.00051	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella|s__Veillonella_unclassified	0.0	0.00162	0.02339	0.04133	0.00508	0.0074	0.00136	0.00108	0.04529	0.02729	0.0	0.00218	0.00804	0.11341	0.24877	0.0117	0.02424	0.00228	0.00444	0.0	0.0	0.00021	0.00494	0.0119	0.00614	0.02346	0.00018	0.00047	0.0
k__Bacteria|p__Fusobacteria	0.00694	0.03258	0.07904	0.0044	0.05642	0.00196	0.03759	0.04303	0.05125	0.04219	0.07198	0.5434	0.51842	0.66044	0.42724	0.34288	0.43836	0.68627	0.87059	1.39215	0.48137	0.94627	0.7346	0.54891	0.53811	0.48895	0.58825	0.717	0.84837
k__Bacteria|p__Fusobacteria|c__Fusobacteriia	0.00694	0.03258	0.07904	0.0044	0.05642	0.00196	0.03759	0.04303	0.05125	0.04219	0.07198	0.5434	0.51842	0.66044	0.42724	0.34288	0.43836	0.68627	0.87059	1.39215	0.48137	0.94627	0.7346	0.54891	0.53811	0.48895	0.58825	0.717	0.84837
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales	0.00694	0.03258	0.07904	0.0044	0.05642	0.00196	0.03759	0.04303	0.05125	0.04219	0.07198	0.5434	0.51842	0.66044	0.42724	0.34288	0.43836	0.68627	0.87059	1.39215	0.48137	0.94627	0.7346	0.54891	0.53811	0.48895	0.58825	0.717	0.84837
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae	0.00694	0.03258	0.07904	0.0044	0.05642	0.00196	0.03759	0.04303	0.05125	0.04219	0.07198	0.5434	0.51842	0.66044	0.42724	0.34288	0.43836	0.68627	0.87059	1.39215	0.48137	0.94627	0.7346	0.54891	0.53811	0.48895	0.58825	0.717	0.84837
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium	0.00694	0.03258	0.07904	0.0044	0.05642	0.00196	0.03759	0.04303	0.05125	0.04219	0.07198	0.5434	0.51842	0.66044	0.42724	0.34288	0.43836	0.68627	0.87059	1.39215	0.48137	0.94627	0.7346	0.54891	0.53811	0.48895	0.58825	0.717	0.84837
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_nucleatum	0.00694	0.03258	0.07904	0.0044	0.05642	0.00196	0.03759	0.04303	0.05125	0.04219	0.07198	0.5434	0.51842	0.66044	0.42724	0.34288	0.43836	0.68627	0.87059	1.39215	0.48137	0.94627	0.7346	0.54891	0.53811	0.48895	0.58825	0.717	0.84837
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_nucleatum|t__Fusobacterium_nucleatum_unclassified	0.00694	0.03258	0.07904	0.0044	0.05642	0.00196	0.03759	0.04303	0.05125	0.04219	0.07198	0.5434	0.51842	0.66044	0.42724	0.34288	0.43836	0.68627	0.87059	1.39215	0.48137	0.94627	0.7346	0.54891	0.53811	0.48895	0.58825	0.717	0.84837
k__Bacteria|p__Proteobacteria	4.30732	11.47304	7.987	5.47872	7.01851	4.88886	8.55675	8.03609	11.05371	15.77483	31.79835	11.44793	12.27337	14.35095	8.89991	7.81602	11.01526	11.69396	11.98926	25.53732	11.72642	19.29515	20.09153	9.34948	11.90387	13.48776	15.80417	18.95028	22.53433
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	0.00862	0.0	0.01167	0.02916	0.01721	0.0	0.00868	0.0089	0.00968	0.0	0.00637	0.0238	0.0	0.02796	0.01429	0.01274	0.01541	0.01413	0.01916	0.00267	0.00329	0.00636	0.0014	0.0	0.00981	0.01327	0.01321	0.00797	0.00601
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales	0.0	0.0	0.0	0.0038	0.00278	0.0	0.00146	0.0	0.00061	0.0	0.00157	0.00426	0.0	0.00775	0.00182	0.00419	0.0026	0.0037	0.00744	0.00127	0.0	0.00102	0.0	0.0	0.00251	0.00042	0.00179	0.00158	0.00102
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae	0.0	0.0	0.0	0.0038	0.00278	0.0	0.00146	0.0	0.00061	0.0	0.00157	0.00426	0.0	0.00775	0.00182	0.00419	0.0026	0.0037	0.00744	0.00127	0.0	0.00102	0.0	0.0	0.00251	0.00042	0.00179	0.00158	0.00102
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Asticcacaulis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00265	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Asticcacaulis|s__Asticcacaulis_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00265	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Caulobacter	0.0	0.0	0.0	0.0038	0.00278	0.0	0.00146	0.0	0.00061	0.0	0.00157	0.00426	0.0	0.00775	0.00182	0.00419	0.0026	0.0037	0.0048	0.00127	0.0	0.00102	0.0	0.0	0.00251	0.00042	0.00179	0.00158	0.00102
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Caulobacter|s__Caulobacter_unclassified	0.0	0.0	0.0	0.0038	0.00278	0.0	0.00146	0.0	0.0	0.0	0.00058	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00332	0.0	0.0	0.00033	0.0	0.0	0.00251	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Caulobacter|s__Caulobacter_vibrioides	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00061	0.0	0.00099	0.00426	0.0	0.00775	0.00182	0.00419	0.0026	0.0037	0.00148	0.00127	0.0	0.00069	0.0	0.0	0.0	0.00042	0.00179	0.00158	0.00102
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Caulobacter|s__Caulobacter_vibrioides|t__Caulobacter_vibrioides_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00061	0.0	0.00099	0.00426	0.0	0.00775	0.00182	0.00419	0.0026	0.0037	0.00148	0.00127	0.0	0.00069	0.0	0.0	0.0	0.00042	0.00179	0.00158	0.00102
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales	0.00862	0.0	0.01167	0.02536	0.01444	0.0	0.00721	0.0089	0.00907	0.0	0.0048	0.01955	0.0	0.02021	0.01247	0.00855	0.01282	0.01043	0.01171	0.0014	0.00329	0.00534	0.0014	0.0	0.0073	0.01285	0.01142	0.00638	0.00498
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Bradyrhizobiaceae	0.00862	0.0	0.01167	0.02536	0.01444	0.0	0.00721	0.0089	0.00907	0.0	0.0048	0.01955	0.0	0.02021	0.01247	0.00855	0.01282	0.01043	0.01171	0.0014	0.00329	0.00534	0.0014	0.0	0.0073	0.01285	0.01142	0.00638	0.00498
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Bradyrhizobiaceae|g__Afipia	0.00862	0.0	0.00524	0.01057	0.01204	0.0	0.00721	0.0089	0.00565	0.0	0.00431	0.01182	0.0	0.01451	0.00435	0.00855	0.00993	0.00767	0.00774	0.0014	0.00211	0.00362	0.0014	0.0	0.0073	0.00908	0.00799	0.00456	0.00322
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Bradyrhizobiaceae|g__Afipia|s__Afipia_unclassified	0.00862	0.0	0.00524	0.01057	0.01204	0.0	0.00721	0.0089	0.00565	0.0	0.00431	0.01182	0.0	0.01451	0.00435	0.00855	0.00993	0.00767	0.00774	0.0014	0.00211	0.00362	0.0014	0.0	0.0073	0.00908	0.00799	0.00456	0.00322
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Bradyrhizobiaceae|g__Rhodopseudomonas	0.0	0.0	0.00643	0.01479	0.0024	0.0	0.0	0.0	0.00341	0.0	0.00049	0.00773	0.0	0.0057	0.00812	0.0	0.00288	0.00275	0.00397	0.0	0.00118	0.00171	0.0	0.0	0.0	0.00377	0.00343	0.00182	0.00176
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Bradyrhizobiaceae|g__Rhodopseudomonas|s__Rhodopseudomonas_palustris	0.0	0.0	0.0	0.00345	0.0024	0.0	0.0	0.0	0.0014	0.0	0.00049	0.0009	0.0	0.00114	0.00812	0.0	0.00288	0.0012	0.00168	0.0	0.00118	0.00074	0.0	0.0	0.0	0.0	0.00196	0.00182	0.00151
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Bradyrhizobiaceae|g__Rhodopseudomonas|s__Rhodopseudomonas_palustris|t__Rhodopseudomonas_palustris_unclassified	0.0	0.0	0.0	0.00345	0.0024	0.0	0.0	0.0	0.0014	0.0	0.00049	0.0009	0.0	0.00114	0.00812	0.0	0.00288	0.0012	0.00168	0.0	0.00118	0.00074	0.0	0.0	0.0	0.0	0.00196	0.00182	0.00151
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Bradyrhizobiaceae|g__Rhodopseudomonas|s__Rhodopseudomonas_unclassified	0.0	0.0	0.00643	0.01134	0.0	0.0	0.0	0.0	0.00202	0.0	0.0	0.00683	0.0	0.00455	0.0	0.0	0.0	0.00156	0.00229	0.0	0.0	0.00097	0.0	0.0	0.0	0.00377	0.00147	0.0	0.00025
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	1.5734	0.45329	0.15291	0.04936	0.20192	0.81611	0.29467	0.76167	0.15988	0.14264	0.0	0.87287	0.54679	0.16483	0.08459	0.37782	0.74949	0.43442	0.39454	0.0	0.39706	0.05687	0.03504	0.02094	0.11723	0.21993	0.07198	0.09703	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	1.5734	0.45329	0.15291	0.04936	0.20192	0.81611	0.29467	0.76167	0.15988	0.14264	0.0	0.87287	0.54679	0.16483	0.08459	0.37782	0.74949	0.43442	0.39454	0.0	0.39706	0.05687	0.03504	0.02094	0.11723	0.21993	0.07198	0.09703	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00679	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00679	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|s__Burkholderia_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00679	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiales_noname	0.0	0.0	0.15196	0.0	0.00205	0.0	0.20652	0.00205	0.00227	0.00071	0.0	0.0	0.0	0.16189	0.0	0.00121	0.0	0.30314	0.00405	0.0	0.0	0.0	0.03358	0.0	0.0	0.0	0.05184	0.00062	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiales_noname|g__Burkholderiales_noname	0.0	0.0	0.15196	0.0	0.00205	0.0	0.20652	0.00205	0.00227	0.00071	0.0	0.0	0.0	0.16189	0.0	0.00121	0.0	0.30314	0.00405	0.0	0.0	0.0	0.03358	0.0	0.0	0.0	0.05184	0.00062	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiales_noname|g__Burkholderiales_noname|s__Burkholderiales_bacterium_1_1_47	0.0	0.0	0.15196	0.0	0.00205	0.0	0.20652	0.00205	0.00227	0.00071	0.0	0.0	0.0	0.16189	0.0	0.00121	0.0	0.30314	0.00405	0.0	0.0	0.0	0.03358	0.0	0.0	0.0	0.05184	0.00062	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiales_noname|g__Burkholderiales_noname|s__Burkholderiales_bacterium_1_1_47|t__GCF_000144975	0.0	0.0	0.15196	0.0	0.00205	0.0	0.20652	0.00205	0.00227	0.00071	0.0	0.0	0.0	0.16189	0.0	0.00121	0.0	0.30314	0.00405	0.0	0.0	0.0	0.03358	0.0	0.0	0.0	0.05184	0.00062	0.0
